Name	AppID	Genre	Tags	Votes_total	Positive_rating	Played_time (h)	Time_to_finish (h)	Time_to_complete (h)	100%_Completed	Developer	Publisher	Release_date	Removed_game	Minimum_requirements	Recommended_requirements
BioShock 2	8850	Action	FPS, Action, Singleplayer, Atmospheric, Story Rich, Horror, Shooter, First-Person, Steampunk, Sci-fi, Multiplayer, Underwater, Dystopian , Adventure, RPG, Immersive, Dark, Great Soundtrack, Philosophical, Action RPG	13022	89.4	NA	11	23	NA	2K Marin, 2K China, Digital Extremes, 2K Australia	2K	09-Feb-2010	NA	OS: Windows XP, Vista, Windows 7Processor: AMD Athlon 64 Processor 3800+ 2.4Ghz or better, Intel Pentium 4 530 3.0Ghz Processor or betterMemory: 2GBGraphics: NVIDIA 7800GT 256MB graphics card or better, ATI Radeon X1900 256MB graphics card or betterDirectX®: DirectX 9.0cHard Drive: 11GBSound: 100% DirectX 9.0C compliant sound card or onboard sound 	Processor: AMD Athlon 64 X2 5200+ Dual Core 2.60Ghz, Intel Core 2 Duo E6420 Dual Core 2.13GhzMemory: 3GBGraphics: NVIDIA 8800GT 512MB graphics card or better, ATI Radeon HD4830 512MB graphics card or betterOther Requirements: Initial installation requires one-time internet connection; software installations required including Microsoft Visual C++2008 Runtime Libraries, Microsoft DirectX.
Bitcoin Farm	760930	Casual, Indie, Simulation	Indie, Casual, Simulation, Clicker	120	46.7	NA	No time registered yet	No time registered yet	NA	RewindApp	RewindApp	19-Jan-2018	NA	OS: Windows 7\/8\/10 - 64bitsProcessor: 2 GHz Intel Pentium 4 or AMD Athlon or equivalentMemory: 2 GB RAMGraphics: Intel HD graphiqueStorage: 100 MB available spaceSound Card: All	NA
Black Book: Prologue	1284240	Adventure, Indie, RPG, Strategy	RPG, Adventure, Indie, Strategy, Atmospheric, Free to Play, Card Game, Mythology, Turn-Based, Story Rich, Fantasy, Deckbuilding, Medieval, Dark, Card Battler, Singleplayer, Mouse only, Cinematic, Great Soundtrack, Mystery	1281	94.1	NA	1	0	NA	Morteshka	HypeTrain Digital	05-May-2020	X	OS: Windows 7, 8, 10Processor: Intel Core i3 3.0 GHzMemory: 4 GB RAMGraphics: NVIDIA GeForce GTX 760 \/ AMD Radeon R9 280XDirectX: Version 10Storage: 5 GB available space	NA
Black Desert	582660	Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy	MMORPG, Massively Multiplayer, RPG, Open World, Character Customization, Adventure, Fantasy, Action, Strategy, 3D, Simulation, Atmospheric, Crafting, Medieval, Cooking, Magic, PvP, Multiplayer, War, Combat	64084	75.3	NA	95	1048	NA	Pearl Abyss	Pearl Abyss	NA	NA	NA	NA
Black Island	376110	Adventure, Indie	Adventure, Indie, Horror, Point & Click, FMV	70	60	NA	0	1	NA	Helsinki Noir	Helsinki Noir	14-Oct-2015	X	OS: Windows 7+DirectX: Version 9.0Storage: 586 MB available spaceAdditional Notes: The game will most likely also work on older Windows, such as XP, but it has not been tested.	NA
Blackwake	420290	Action, Casual, Indie, Strategy	Pirates, Multiplayer, Naval Combat, Naval, Team-Based, Action, First-Person, Co-op, Strategy, Funny, FPS, Early Access, Sailing, Indie, Swordplay, Open World, Casual, Violent, Atmospheric, Adventure	24096	82.1	NA	3	0	NA	Mastfire Studios Pty Ltd	Mastfire Studios Pty Ltd	19-Feb-2020	NA	OS: Windows 7 64-bit, Windows 8 64-bit, Windows 10 64-bitProcessor: i5 2400, FX-6300Memory: 10 GB RAMGraphics: R9 270, GTX 660DirectX: Version 11Network: Broadband Internet connectionStorage: 4 GB available spaceAdditional Notes: This is to play the game on lowest settings with medium shadows at around 60FPS@1080p resolution. 	OS: Windows 7 64-bit, Windows 8 64-bit, Windows 10 64-bitProcessor: i5 6500, AMD FX-8350Memory: 12 GB RAMGraphics: R9 290, GTX 970DirectX: Version 11Network: Broadband Internet connectionStorage: 4 GB available spaceAdditional Notes: This is to play the game on High settings at 60FPS@1080p resolution. More CPU power is required on larger servers with more players. Newer i7 CPU's should handle the game easily.
Blades of Time	208670	Action, Adventure	Action, Female Protagonist, Hack and Slash, Adventure, Third Person, Singleplayer, Fantasy, Spectacle fighter, Time Manipulation, RPG, Character Action Game, Nudity, Controller, Multiplayer, Anime, Beat 'em up, Difficult, Sexual Content	2227	79.9	NA	9	15	NA	Gaijin Entertainment Corporation	Gaijin Entertainment Corporation	20-Apr-2012	NA	OS: Windows XP Processor: Intel Pentium 4 2.6GHz or AMD 3500+ Memory: 2 GB RAM Graphics: Ati Radeon x1300 256 MB or nVidia GeForce 7300 GS DirectX®: 9.0c Hard Drive: 3 GB HD space Sound: Direct X-compatible sound card Other Requirements: Broadband Internet connection 	OS: Windows 7 Processor: Intel Core i5 or AMD Phenom Memory: 2 GB RAM Graphics: ATI Radeon 7750 or nVidia GTX 470 DirectX®: 9.0c Hard Drive: 3 GB HD space Sound: Direct X-compatible sound card Other Requirements: Broadband Internet connection
Blake Stone: Aliens of Gold	358190	Action	FPS, Action, Classic, First-Person, Shooter, 1990's	87	89.7	NA	3	8	NA	JAM Productions	Apogee Entertainment	05-May-2015	NA	OS: Windows XP, Windows Vista, Windows 7 or Windows 8Processor: Intel Core Duo 2Memory: 2 GB RAM	NA
Blake Stone: Planet Strike	358310	Action	Action, FPS, Classic, Shooter, First-Person, 1990's	44	72.7	NA	6	0	NA	JAM Productions	Apogee Entertainment	05-May-2015	NA	OS: Windows XP, Windows Vista, Windows 7 or Windows 8Processor: Intel Core Duo 2Memory: 2 GB RAM	NA
Blaster Simulator	446450	Action, Casual, Simulation	Simulation, Action, Casual	42	35.7	NA	1	0	NA	United Independent Entertainment	United Independent Entertainment	28-Apr-2016	NA	OS: Windows® Me \/ 2000 \/ XP \/ Vista \/ 7 \/8 \/ 10 \/ 11Processor: Intel or AMD with min. 1.5 GHzMemory: 512 MB RAMGraphics: Nvidia GeForce®, AMD Radeon® with min. 128 MB VRAMDirectX: Version 9.0cStorage: 300 MB available space	NA
Blood Bond - Into the Shroud	820890	Adventure, Casual, Indie, RPG	RPG, Female Protagonist, Story Rich, Indie, Stylized, Open World, Casual, Fantasy, Third Person, Character Action Game, Alternate History, Adventure, Atmospheric, Magic, Medieval, Multiple Endings, Singleplayer, CRPG, Action RPG, Exploration	17	35.3	NA	No time registered yet	No time registered yet	NA	W.R.K.S Games	W.R.K.S Games	27-Feb-2019	X	Requires a 64-bit processor and operating systemOS: Windows 7 and upwardsProcessor: Core i5Memory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 960 or AMD Radeon™ R9 280DirectX: Version 11Storage: 6 GB available spaceSound Card: AnyAdditional Notes: Minimum requirements are the ones required to enjoy the game at 40fps on LOW settings at 1080p 	Requires a 64-bit processor and operating systemOS: Windows 10 and upwardsProcessor: Core i5Memory: 8 GB RAMGraphics: NVIDIA® GeForce® GTX 1060 or AMD Radeon™ RX 570XDirectX: Version 11Storage: 6 GB available spaceSound Card: AnyAdditional Notes: Recommended requirements are the ones required to enjoy the game at 40-60fps on HIGH settings at 1080p
Blood Bowl: Dark Elves Edition	11170		NA	0	NA	NA	3	166	NA			NA	X	NA	NA
Blood Omen 2: Legacy of Kain	242960		Action, Vampire, Dark Fantasy, Adventure, Classic, Third Person, Singleplayer, Fantasy, Story Rich, Atmospheric, Gothic, Violent, Stealth, Horror, Hack and Slash, Gore, Steampunk, Action-Adventure, Villain Protagonist	933	67.1	NA	13	14	NA		Square Enix	24-Sep-2013	NA	OS: Windows XP \/ Windows Vista \/ Windows 7Processor: 1.8 GHz ProcessorMemory: 512 MB RAMGraphics: 3D graphics card compatible with DirectX 7 (compatible with DirectX 9 recommended)DirectX: Version 7.0Storage: 2 GB available space	NA
BloodRayne 2: Terminal Cut	1373550	Action, Adventure, RPG	Action, Character Action Game, Female Protagonist, Vampire, Third-Person Shooter, Hack and Slash, Gore, Horror, Spectacle fighter, Blood, Sexual Content, Mature, Action-Adventure, Nudity, Platformer, Sequel, Third Person, Singleplayer, Adventure, Violent	699	81.4	NA	9	10	NA	Terminal Reality	Ziggurat	20-Nov-2020	NA	OS: Windows 8.1 or higherProcessor: Intel 4th Generation Core i3, i5, i7Memory: 2 GB RAMGraphics: Intel HD Graphics 520 or higherStorage: 15 GB available spaceAdditional Notes: Optimized for XInput controllers (Xbox 360, Xbox One) 	OS: Windows 10Processor: Intel 8th, 9th, 10th, 11th Generation Core i3, i5, i7 or AMD Ryzen SeriesMemory: 8 GB RAMGraphics: Intel Iris, nVidia GeForce (2015 or above) or AMD Radeon (2015 or above) graphics card with 2GB of RAM or moreStorage: 15 GB available spaceAdditional Notes: Optimized for XInput controllers (Xbox 360, Xbox One)
BloodRayne: Terminal Cut	1373510	Action	Action, Vampire, Female Protagonist, Hack and Slash, Third-Person Shooter, Gore, Horror, Action-Adventure, Mature, Dark, Supernatural, World War II, Sexual Content, Violent, Third Person, Singleplayer, Combat, Gothic, Shooter, Adventure	1027	90.4	NA	7	11	NA	Terminal Reality	Ziggurat	20-Nov-2020	NA	OS: Windows 8.1 or higherProcessor: Intel 4th Generation Core i3, i5, i7Memory: 2 GB RAMGraphics: Intel HD Graphics 520 or higherStorage: 12 GB available spaceAdditional Notes: Optimized for XInput controllers (Xbox 360, Xbox One) 	OS: Windows 10Processor: Intel 8th, 9th, 10th, 11th Generation Core i3, i5, i7 or AMD Ryzen SeriesMemory: 8 GB RAMGraphics: Intel Iris, nVidia GeForce (2015 or above) or AMD Radeon (2015 or above) graphics card with 2GB of RAM or moreStorage: 12 GB available spaceAdditional Notes: Optimized for XInput controllers (Xbox 360, Xbox One)
Bloody Hell	2056220		NA	0	NA	NA	2	0	NA			27-Jan-2023	NA	Requires a 64-bit processor and operating systemOS: Windows 8 or higherProcessor: Intel i5Memory: 4 GB RAMGraphics: 1050Storage: 1 GB available space 	Requires a 64-bit processor and operating systemOS: Windows 8 or higherProcessor: Intel i5Memory: 8 GB RAMGraphics: 1060Storage: 1 GB available space
Blowjob Simulator	1627110	Simulation, Early Access	NA	0	NA	NA	NA	NA	NA	NSFW Sims	NSFW Sims	24-May-2021	X	OS: Windows 7Processor: Intel i5 \/ AMD Ryzen 3 SeriesMemory: 8 GB RAMGraphics: GTX 1060DirectX: Version 11Storage: 2500 MB available space 	OS: Windows 10Processor: Intel i7 \/ AMD Ryzen 5 SeriesMemory: 16 GB RAMGraphics: GTX 1080DirectX: Version 12Storage: 2500 MB available space
Bomber Crew	537800	Simulation, Strategy	World War II, Simulation, Strategy, Management, Flight, Singleplayer, Indie, War, Difficult, Survival, Action, Casual, 3D, Military, Cartoony, Rogue-like, Perma Death, Rogue-lite, Cute, Multiplayer	11950	87.8	NA	15	27	NA	Runner Duck	Curve Games	19-Oct-2017	NA	OS: Windows 7\/8.1\/10 x86\/x64Processor: Intel Core i3-530 (4 * 3000) or equivalentMemory: 2 GB RAMGraphics: Geforce 9800 GT (1024 MB)Storage: 500 MB available space 	OS: Windows 7\/8.1\/10  x86\/x64Processor: Intel Core i3-6300 (2*3800) or equivalentMemory: 2 GB RAMGraphics: GeForce GTX 560 Ti (1024 MB)Storage: 500 MB available space
Bombergeddon	1218310	Indie, Simulation, Strategy	Strategy, Indie, Simulation, Cold War, Wargame	3	100	NA	NA	NA	NA	Only Believe Games	Only Believe Games	09-Apr-2020	X	OS: Win 7 or betterProcessor: Intel Pentium or AMD Athlon,  2.00 GHz or betterMemory: 2 GB RAMGraphics: 256 MB Video Memory or greaterDirectX: Version 9.0cStorage: 300 MB available spaceAdditional Notes: Mouse or touchpad required	NA
Bone: Out from Boneville	8310	Adventure	Adventure, Point & Click, Puzzle, Comic Book, Fantasy	183	52.5	NA	2	2	NA	Telltale Games	Telltale Games	17-Jun-2008	X	OS: Windows XP or Vista Processor: 1.5GHz processor Memory: 256MB RAM Graphics: 32MB 3D-accelerated video card	NA
Bone: The Great Cow Race	8320	Adventure	Adventure, Point & Click	105	61	NA	3	3	NA	Telltale Games	Telltale Games	17-Jun-2008	X	OS: Windows XP or Vista Processor: 1.5GHz processor Memory: 256MB RAM Graphics: 32MB 3D-accelerated video card	NA
BOOBS SAGA: Prepare To Hentai Edition	726360	Action, Adventure, Indie, Massively Multiplayer	Early Access, Sexual Content, Nudity, Mature, Violent, Action, Indie, Adventure, Female Protagonist, Gore, Comedy, Singleplayer, Third Person, Fantasy, Atmospheric, Funny, Dark Humor, Horror, Psychological Horror	470	78.1	NA	NA	NA	NA	Boobs Dev	Boobs Dev	22-May-2020	NA	OS: Windows 7 or higherProcessor: 2.1GHz Intel dual-core and aboveMemory: 4 GB RAMGraphics: Intel HD5000 with minimum 512MB VRAM and Pixel Shader 3.0 supportDirectX: Version 9.0cStorage: 4 GB available spaceSound Card: DirectX CompatibleAdditional Notes: You may need to update the driver for your video card and sound card 	OS: Windows 7 (64-bit) or Windows 10 (64-bit)Processor: Intel Core i5 @ 3.4 GHz \/ AMD Phenom II X4 @ 3.6 GHzMemory: 8 GB RAMGraphics: nVidia GeForce GTX 670 \/ AMD Radeon HD 7990DirectX: Version 11Storage: 4 GB available spaceSound Card: DirectX CompatibleAdditional Notes: You may need to update the driver for your video card and sound card
Book of Demons	449960	Action, Adventure, Casual, Indie, RPG	Dungeon Crawler, Roguelike Deckbuilder, Hack and Slash, RPG, Deckbuilding, Singleplayer, Isometric, Action RPG, Dark Fantasy, Fantasy, Demons, Card Game, Action, Adventure, Action-Adventure, Rogue-like, Controller, Zombies, Atmospheric, Rogue-lite	11487	80	NA	10	35	NA	Thing Trunk	Thing Trunk	13-Dec-2018	NA	OS: Windows 7, 8, 8.1, 10Processor: 1.7 GHz Dual Core or GreaterMemory: 2 GB RAMGraphics: 512 MB DirectX 9.0c compatible graphics cardDirectX: Version 9.0cStorage: 1 GB available spaceSound Card: DirectX 9.0c compatibleAdditional Notes: Controller Support	NA
Borderlands 3	397540	Action, RPG	RPG, Action, Looter Shooter, FPS, Online Co-Op, Multiplayer, Open World, Loot, Co-op, Shooter, Co-op Campaign, Singleplayer, Gore, First-Person, Violent, Adventure, Great Soundtrack, Nudity, Comedy, Epic	110876	84.6	NA	23	72	NA	Gearbox Software	2K	13-Mar-2020	NA	Requires a 64-bit processor and operating systemOS: Windows 7\/10 (latest service pack)Processor: AMD FX-8350 or Intel i5-3570Memory: 6 GB RAMGraphics: AMD Radeon™ HD 7970 or NVIDIA GeForce GTX 680 2 GBDirectX: Version 11Storage: 75 GB available spaceSound Card: DirectX Compatible 	Requires a 64-bit processor and operating systemOS: Windows 7\/10 (latest service pack)Processor: AMD Ryzen™ 5 2600 (Intel i7-4770)Memory: 16 GB RAMGraphics: AMD Radeon™ RX 590 or NVIDIA GeForce GTX 1060 6GBDirectX: Version 12Storage: 75 GB available spaceSound Card: DirectX Compatible
Borderlands GOTY	8980	Action, RPG	Looter Shooter, FPS, Co-op, RPG, Action, Loot, Shooter, Online Co-Op, First-Person, Open World, Comedy, Multiplayer, Sci-fi, Post-apocalyptic, Singleplayer, Action RPG, Funny, Dark Humor, Adventure, Gore	30509	90.6	NA	22	82	NA	Gearbox Software	2K	NA	NA	OS: Windows XP\/Vista Processor: 2.4 Ghz or equivalent processor with SSE2 support Memory: 1GB System RAM (2GB recommended with Vista) Graphics: 256mb video ram or better (GeForce 7 series or higher\/Radeon HD3000 series or higher) Hard Drive: 8 GB or more free space Sound: Windows compatible sound card	NA
Borderlands GOTY Enhanced	729040	Action, RPG	FPS, Co-op, Shooter, First-Person, Online Co-Op, Loot, Action, RPG, Comedy, Dark Humor, Action RPG, Gore, Singleplayer, Atmospheric, Multiplayer, Funny, Sci-fi, Looter Shooter, Character Action Game, Violent	17031	86.2	NA	22	82	NA	Gearbox Software, Blind Squirrel Games	2K	03-Apr-2019	NA	Requires a 64-bit processor and operating systemOS: Windows 7 64-BitProcessor: Intel Core i3 530 @2.93GHz\/AMD Phenom 9950 @2.6GHzMemory: 4 GB RAMGraphics: Geforce GTX 660, Radeon HD 6970DirectX: Version 11Storage: 25 GB available spaceSound Card: Directx 9.0c 	Requires a 64-bit processor and operating systemOS: Windows 7 64-BitProcessor: Intel Core i3 2105 @3.1GHz\/AMD FX 4100 @3.6GHzMemory: 4 GB RAMGraphics: Geforce GTX 760, Radeon HD 7850DirectX: Version 11Storage: 25 GB available spaceSound Card: Directx 9.0c
Boreal Blade	598780	Action, Early Access	Action, Swordplay, Multiplayer, Competitive, Character Customization, Medieval, Combat, Fantasy, PvP, Third Person, Tactical, Gore, 3D Fighter, Violent, Team-Based, Beat 'em up, Early Access, Online Co-Op, Fighting, Free to Play	532	64.7	NA	0	2	NA	Frozenbyte	Frozenbyte	12-Nov-2020	NA	OS: (64 bit \/ 32 bit *) Windows 10 \/ 8 \/ 7 \/ VistaProcessor: Intel Core i3\/i5\/i7 1.8 GHz CPU dual-core. AMD 2.0 GHz dual-core.Memory: 4 GB RAMGraphics: NVIDIA GeForce 260 \/ Radeon HD 4000 Series \/ Intel HD Graphics 4000DirectX: Version 10Storage: 4 GB available spaceAdditional Notes: * Highest graphics detail levels are only available in 64 bit OS 	OS: (64 bit \/ 32 bit *) Windows 10 \/ 8 \/ 7 \/ VistaProcessor: Intel quad-core 2.0 GHz or dual-core 2.6 GHzMemory: 8 GB RAMGraphics: NVIDIA GeForce GTX 560 2GB \/ Radeon HD 6850 2GBDirectX: Version 10Network: Broadband Internet connectionStorage: 4 GB available spaceAdditional Notes: * Highest graphics detail levels are only available in 64 bit OS
Bounty game	1805360	Action, Adventure, Casual, Massively Multiplayer, Racing, RPG, Sports, Strategy	Survival, Battle Royale, Steampunk, Action-Adventure, Massively Multiplayer, Multiplayer, PvP, Horror, Gore, Co-op, Singleplayer, 3D Platformer, Adventure, Nudity, Action, 3D, Runner, Realistic, Capitalism, Sexual Content	3281	78.9	NA	No time registered yet	No time registered yet	NA	survivance	Tuborg entertainment	23-Dec-2022	X	Requires a 64-bit processor and operating systemOS: Windows 7, Windows 8.1,Windows10Processor: Intel I5 8400 \/AMD Ryzen5 1500XMemory: 4 GB RAMGraphics: NVDIA GTX 750\/ AMD RX 7260XDirectX: Version 11Storage: 4 GB available space 	Requires a 64-bit processor and operating systemOS: Windows 7, Windows 8.1,Windows10Processor: Intel I7 8700 \/AMD Ryzen5 2600Memory: 8 GB RAMGraphics: NVDIA GTX 1060 \/ AMD RX 5500XTDirectX: Version 11Storage: 8 GB available space
BOW MAN	1159480	Action, Casual, Sports	Action, Casual, Sports, VR, VR Only	5	80	NA	No time registered yet	No time registered yet	NA	DMM VR lab	DMM.com LLC	06-Oct-2019	X	Requires a 64-bit processor and operating systemOS: Windows10Processor: Intel Core i5-4590Memory: 8 GB RAMGraphics: NVIDIA GeForce GTX 1060Storage: 600 MB available space 	Requires a 64-bit processor and operating systemOS: Windows10Processor: Intel Core i7-6700Memory: 8 GB RAMGraphics: NVIDIA GeForce GTX 1080Storage: 1 GB available space
Box: The Game	879850	Casual, Indie	Indie, Casual, Puzzle, Minimalist, Difficult, Singleplayer, Family Friendly, Grid-Based Movement, Colorful, Abstract, Relaxing, Great Soundtrack, Competitive, Strategy, Addictive, 3D, Top-Down, Sci-fi	174	63.8	NA	No time registered yet	No time registered yet	NA	Heekdevelopment	Heekdevelopment	16-Jan-2019	NA	OS: Windows 7 64-bitProcessor: Quad-core Intel or AMD processor, 2.5 GHz or fasterMemory: 4 GB RAMDirectX: Version 11Storage: 1 GB available spaceAdditional Notes: There are no intense graphics so any PC with DirectX 11 should be able to run it.	NA
Breach	72300		NA	0	NA	NA	No time registered yet	No time registered yet	NA			NA	X	NA	NA
Break Everything - Living room	2270350		NA	0	NA	NA	NA	NA	NA			19-Jan-2023	NA	Requires a 64-bit processor and operating systemOS: Windows 7\/8\/10Processor: 3GHz Duo Core ProcessorMemory: 4 GB RAMGraphics: NVIDIA GeForce 450 or higher with 1GB MemoryDirectX: Version 11Storage: 2 GB available space 	Requires a 64-bit processor and operating system
Break Everything - Park	2278120	Action, Adventure, Casual, Indie, Racing, RPG, Simulation, Sports, Strategy	Exploration, On-Rails Shooter, 3D Platformer, Racing, Shoot 'Em Up, Sports, Flight, Creature Collector, Match 3, Animation & Modeling, Colony Sim, Baseball, Perma Death, Board Game, God Game, Party-Based RPG, Shooter, 3D Fighter, Detective, RPG	11	90.9	NA	NA	NA	NA	Hede	Hede	27-Jan-2023	NA	Requires a 64-bit processor and operating systemOS: Windows 7\/8\/10Processor: 3GHz Duo Core ProcessorMemory: 4 GB RAMGraphics: NVIDIA GeForce 1050 or higher with 2GB MemoryNetwork: Broadband Internet connectionStorage: 4 GB available space 	Requires a 64-bit processor and operating system
